,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital instability (1983),marital instability (1988),marital instability (1992),marital instability (2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
517,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.7799999713897705,0.6000000238418579,0.3000000119209289,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
540,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.699999988079071,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
542,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949999988079071,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.949999988079071,"\$80,000 - \$89,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$60,000 - \$69,999"
554,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0399999618530271,0.949999988079071,0.6000000238418579,"Under \$20,000","\$60,000 - \$69,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
555,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.4799999892711639,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$40,000 - \$49,999","Under \$20,000"
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
557,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,0.4799999892711639,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
563,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","Under \$20,000","\$25,000 - \$29,999"
564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
569,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.3000000119209289,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$60,000 - \$69,999","\$20,000 - \$29,999"
573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.8500000238418579,"\$100,000 or More","\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
576,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.3000000119209289,"\$50,000 - \$59,999","\$25,000 - \$29,999","\$20,000 - \$29,999","\$40,000 - \$49,999"
578,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$50,000 - \$59,999"
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.7799999713897705,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.3000000119209289,0.0,"\$30,000 - \$39,999","\$20,000 - \$29,999","Under \$20,000","\$25,000 - \$29,999"
586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$20,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$80,000 - \$89,999","\$50,000 - \$59,999","\$60,000 - \$69,999"
588,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"Under \$20,000","Under \$20,000","\$20,000 - \$29,999","\$20,000 - \$29,999"
589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0,0.0,"\$60,000 - \$69,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
599,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.6000000238418579,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
600,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.8500000238418579,0.949999988079071,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
602,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.8999999761581421,"\$60,000 - \$69,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
604,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.6000000238418579,0.3000000119209289,0.4799999892711639,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
605,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$25,000 - \$29,999"
606,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","Under \$20,000","\$40,000 - \$49,999","Under \$20,000"
608,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.0,1.2300000190734863,0.0,"\$50,000 - \$59,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$60,000 - \$69,999","Under \$20,000"
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","Under \$20,000"
629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
634,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.3000000119209289,0.3000000119209289,0.0,0.3000000119209289,"\$60,000 - \$69,999","\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
639,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.699999988079071,0.8500000238418579,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4799999892711639,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
648,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.949999988079071,0.3000000119209289,"\$25,000 - \$29,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
655,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.6000000238418579,0.6000000238418579,0.3000000119209289,"\$90,000 - \$99,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
663,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.699999988079071,1.2799999713897705,1.0800000429153442,1.2599999904632568,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
666,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.699999988079071,0.4799999892711639,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
667,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$30,000 - \$39,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
676,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.8500000238418579,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
685,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0399999618530271,0.3000000119209289,0.3000000119209289,1.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$20,000 - \$29,999","\$20,000 - \$29,999","\$25,000 - \$29,999"
690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
692,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
693,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,,2.0,,1.2300000190734863,0.949999988079071,1.1799999475479126,1.1100000143051147,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
695,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.699999988079071,0.6000000238418579,1.0399999618530271,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
696,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$40,000 - \$49,999"
702,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$60,000 - \$69,999","Under \$20,000"
709,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$20,000 - \$29,999"
710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
713,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.4799999892711639,0.0,0.0,"\$80,000 - \$89,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
716,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0,"\$60,000 - \$69,999","\$20,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
717,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.949999988079071,0.699999988079071,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.7799999713897705,0.3000000119209289,0.3000000119209289,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
720,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$80,000 - \$89,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
725,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7799999713897705,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
726,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.699999988079071,0.7799999713897705,0.0,0.0,"\$60,000 - \$69,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
745,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.8500000238418579,0.8500000238418579,"\$90,000 - \$99,999","\$70,000 - \$79,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
750,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,1.0,1.1100000143051147,0.8500000238418579,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999","Under \$20,000"
751,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.7799999713897705,0.0,1.0,0.3000000119209289,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$40,000 - \$49,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
761,1.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.8500000238418579,1.0800000429153442,0.7799999713897705,1.2000000476837158,"\$100,000 or More","\$30,000 - \$39,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
767,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,"Under \$20,000","Under \$20,000","Under \$20,000","Under \$20,000"
769,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.8999999761581421,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
771,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.949999988079071,1.0399999618530271,0.0,0.8999999761581421,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999","Under \$20,000"
776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,0.4799999892711639,"\$90,000 - \$99,999","\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
